Chemical_Analyte_Conc,Longitude,Latitude,Date
500,-76.93187,41.694482,7/25/12
500,-76.93187,41.694482,5/22/12
500,-76.93187,41.694482,3/21/12
500,-76.93187,41.694482,1/11/12
500,-76.93187,41.694482,10/26/11
5100,-76.93187,41.694482,7/28/10
1800,-76.93187,41.694482,10/17/13
1300,-76.93187,41.694482,7/17/13
2000,-76.93187,41.694482,4/24/13
2000,-76.93187,41.694482,1/24/13
21000,-77.293131,41.857518,7/28/10
5000,-77.293131,41.857518,10/26/11
6100,-77.293131,41.857518,1/11/12
7800,-77.293131,41.857518,3/21/12
8900,-77.293131,41.857518,5/22/12
14400,-77.293131,41.857518,7/24/12
11700,-77.293131,41.857518,9/18/12
8800,-77.293131,41.857518,1/24/13
7100,-77.293131,41.857518,4/24/13
14300,-77.293131,41.857518,7/17/13
20600,-77.293131,41.857518,10/17/13
17000,-77.293131,41.857518,2/4/14
10200,-77.293131,41.857518,4/22/14
14200,-77.293131,41.857518,7/8/14
19100,-77.293131,41.857518,10/22/14
5100,-76.914157,41.709307,7/28/10
2400,-76.914157,41.709307,9/19/12
1300,-76.914157,41.709307,7/17/13
1800,-76.914157,41.709307,10/17/13
1300,-76.914157,41.709307,2/6/14
1200,-76.914157,41.709307,4/23/14
1700,-76.914157,41.709307,10/23/14
500,-76.914157,41.709307,10/26/11
500,-76.914157,41.709307,1/11/12
500,-76.914157,41.709307,3/21/12
500,-76.914157,41.709307,5/22/12
500,-76.914157,41.709307,7/25/12
2000,-76.914157,41.709307,1/24/13
2000,-76.914157,41.709307,4/24/13
2000,-76.93187,41.694482,10/26/11
